description,url
生气喷火,https://emoji-src.mcunc.net/8dca015a-c170-4f54-bd5d-383671a616a7.jpg
在吗？（小狗抬头萌萌看）,https://emoji-src.mcunc.net/00b8c9a3-9169-42ef-85cd-c06c40aea1ee.jpg
哭着吃东西，委屈又想吃,https://emoji-src.mcunc.net/e8ac3c1b-aca0-4839-b5dd-29f26f8e6544.jpg
可爱撒娇，带点小傲娇,https://emoji-src.mcunc.net/af837a63-56a1-4e6f-9d3d-5c982dfd2d52.jpg
8级鸡，懵圈/无语,https://emoji-src.mcunc.net/dbc5dc64-2e25-46b8-a77c-3ee29bca3d39.jpg
在吗？（带点呆萌/无语）,https://emoji-src.mcunc.net/6ffaf2ab-a312-4abd-ae43-e545cb97450d.jpg
？   （合成表里放了奇怪的物品，结果产出一个黑方块——“这也能合出来？”）,https://emoji-src.mcunc.net/3038729d-df3c-47d5-8a3b-4f4025b40bc8.jpg
探花博主观察中…（装酷/暗中观察）,https://emoji-src.mcunc.net/9fe56705-7dad-4a28-9662-0fe0e0822ed0.jpg
心虚、做贼心虚、不敢直视,https://emoji-src.mcunc.net/e32409fb-f2d7-43b5-af68-5e9d1e1c0b3d.jpg
？（疑惑/思考）,https://emoji-src.mcunc.net/68602af8-d0f8-4426-8c04-57b710d0db5b.jpg
开心/得意/炫耀,https://emoji-src.mcunc.net/eeec1be9-3c92-4c25-b11a-dc841583b2da.jpg
戴蝴蝶结的鱼，萌趣可爱。,https://emoji-src.mcunc.net/0501b000-0b1e-42e4-90d1-5c351ece29b9.jpg
？（一脸懵/疑惑）,https://emoji-src.mcunc.net/4373d6a0-ae90-4297-9d47-cc96ab5705ca.jpg
“自愿赞助” —— 用二维码求打赏，带点幽默和调侃，类似“给点钱吧”“赏个脸/钱”的轻松请求。,https://emoji-src.mcunc.net/75b1515b-d50c-4f29-a6cc-b1e3ff0f0b58.jpg
震惊 / 吓懵 / ？？？,https://emoji-src.mcunc.net/2b82da49-2cfa-4ad8-8016-ca2b5d261ea8.jpg
在吗？（叼着炸鸡、端着可乐的猫，一脸“你找我有事？”）,https://emoji-src.mcunc.net/d4aa32c3-8124-436d-93c2-b7bd245d914c.jpg
在吗？（猫歪头+尾巴翘起，带点疑惑和期待）,https://emoji-src.mcunc.net/c51c8990-5125-4622-8487-44e4398163b3.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/4d591b7a-b84e-46d2-a6f8-e3a62a55826a.jpg
？（一脸震惊/困惑）,https://emoji-src.mcunc.net/769463ba-ad49-42a1-bce9-83e73cad021e.jpg
投喂群友（可爱版）,https://emoji-src.mcunc.net/8cf35674-153e-4c0c-8fdc-272e11735062.jpg
生气+无语，配文“发的什么玩意这是！！” 表达强烈不满和吐槽。,https://emoji-src.mcunc.net/c852c86f-a1ee-4cb1-876e-716dee7ece6b.jpg
在吗？（带点慵懒/漫不经心）,https://emoji-src.mcunc.net/6f2d921b-1abf-49db-9e74-2ed190b0dd67.jpg
惊讶/慌张：张嘴瞪眼，手足无措，像被突然吓到或发现大事不妙。,https://emoji-src.mcunc.net/086496d4-d960-45af-a8e0-a5353136b2aa.jpg
在吗？（双手比“六”手势，戴眼镜的卡通男表情夸张）,https://emoji-src.mcunc.net/d2a93737-3b94-4d71-848f-1da18369b1e2.jpg
生气，炸毛，气鼓鼓,https://emoji-src.mcunc.net/6efce4ac-841d-4aa7-bb2b-baf909dc70c3.jpg
？（戴着安全帽、拿着工具，一脸懵/疑问）,https://emoji-src.mcunc.net/8b7e2497-f04e-4e16-aefb-2fc1a1ed57b3.jpg
“要不开挂吧” —— 表情包中粉色短发角色戴眼镜、面无表情，语气带点无奈或调侃，常用于游戏或任务太难时，暗示“不如开外挂”，属于吐槽/摆烂式幽默。,https://emoji-src.mcunc.net/97909366-613d-467a-9505-e6791427ef88.jpg
在吗？（举着带爱心的手机，略带期待地看着你）,https://emoji-src.mcunc.net/37a00206-3aed-4583-a637-09b6166585fd.jpg
生气，举剑警告,https://emoji-src.mcunc.net/ba0ff6b4-03dc-4f7e-aa71-c86379c9a99f.jpg
开心比耶！,https://emoji-src.mcunc.net/b3f8b945-0017-4bda-afb0-832165e82cec.jpg
在吗？（带点呆萌/无辜感）,https://emoji-src.mcunc.net/7269f2fc-cfe3-4dec-9cba-630f29a32a0d.jpg
无语 / 黑人问号 / ？？？,https://emoji-src.mcunc.net/5c9c2789-c204-44a7-96f7-9e9cf57d37ee.jpg
在吗？（萌系猫耳少女比V手势，带点俏皮和期待）,https://emoji-src.mcunc.net/d5fb49c6-d4ce-4a73-90f8-6078218f710b.jpg
嘿嘿嘿 —— 表示调皮、得意或卖萌的笑。,https://emoji-src.mcunc.net/6022af23-37ac-4c27-b220-0b9b5d636bf1.jpg
这怎么能允许呢？——震惊/质问/不可置信,https://emoji-src.mcunc.net/151b96b8-2b00-4c07-a4c4-a8a7b3b5712a.jpg
防踢冒泡 —— 用于群聊中提醒“别踢我，我还在！”的幽默表达。,https://emoji-src.mcunc.net/1f65f652-0b68-42dd-a5cb-7cea77e94509.jpg
我太想进步了 —— 表情严肃，眼神专注，透露出强烈的上进心和紧迫感。,https://emoji-src.mcunc.net/97e92bba-7883-4f78-8a8c-9cd05b318774.jpg
？（这封面是《恶搞之家》角色配中文教材标题，违和感拉满）,https://emoji-src.mcunc.net/feb42413-a882-4aeb-b149-979e36951be0.jpg
举杯望远，笑看未来 —— 商务精英的“展望”时刻 🍷🔭,https://emoji-src.mcunc.net/a52621db-9b02-4a60-b71e-374d814b13d4.jpg
在吗？（温柔挥手版）,https://emoji-src.mcunc.net/ffb4f0d6-65f3-4170-aecc-f424ae21a5f5.jpg
本地测试环境，余额为0，带点调侃或无奈的“没钱了”表情包。,https://emoji-src.mcunc.net/f7a7e364-100f-4652-8b50-382869dd01b4.jpg
大笑 / 开心到爆 / 笑疯了,https://emoji-src.mcunc.net/449ffe0a-b19c-416f-8784-8a6dea4425aa.jpg
在吗？（带点撒娇或急切的语气）,https://emoji-src.mcunc.net/4d744640-41fb-49fa-bb41-c467d3383d86.jpg
戴耳机的鱼，表示“在听”或“别打扰我”。,https://emoji-src.mcunc.net/09649ad3-1a1a-45a5-8923-7c03abe6a8d0.jpg
群主我要这个（带点撒娇/抢夺语气）,https://emoji-src.mcunc.net/e8815ebd-316b-41fa-aece-29c9efbc7079.jpg
战术斜视 —— 表示假装没看见、故意回避或心知肚明却装傻的神态。,https://emoji-src.mcunc.net/dc76564b-dfd6-4142-b390-44c7806c72a8.jpg
？（疑惑/懵逼）,https://emoji-src.mcunc.net/4c350001-56d0-4702-b162-34c7e8e7dd46.jpg
在吗？（带点呆萌/懵圈感）,https://emoji-src.mcunc.net/5dba1a2d-806b-4a1f-8d77-774b1f25ee54.jpg
在吗？（或：嘘——安静）,https://emoji-src.mcunc.net/fa581883-a967-43cd-ab95-cca4bf832cd6.jpg
抱着球，萌萌的蓝猫，像在说“乖巧等你”或“求摸摸”,https://emoji-src.mcunc.net/afb0897b-1a6f-4323-a57d-43d182edb184.jpg
佩服佩服,https://emoji-src.mcunc.net/c9455c11-5370-4047-bb0f-574af6cce031.jpg
吃瓜,https://emoji-src.mcunc.net/b1d57d98-1f1c-4ff8-92a2-8eec19ea0703.jpg
生气 / 暴怒,https://emoji-src.mcunc.net/b2c3fcc0-08a6-4023-9a6f-d31a7ea0b49c.jpg
敬酒（或：服了你 / 老资历我服你）,https://emoji-src.mcunc.net/98481534-c47e-49b8-9a21-d39d0c818f86.jpg
？（一脸懵/无辜）,https://emoji-src.mcunc.net/bcf035f1-7900-4502-ba80-618552b72b58.jpg
得挠人处且挠人 —— 猫咪一脸无辜又带点狡黠，暗示“趁没人注意赶紧搞点小动作”，常用于调皮、撒娇或暗戳戳使坏的场景。,https://emoji-src.mcunc.net/f1165e16-42c4-4e7c-a59c-317884f0d6e1.jpg
惊讶 / 难道说？,https://emoji-src.mcunc.net/48c69228-9806-4fbe-be57-90111a27e647.jpg
？（一半真人+一半漫画，表情懵/困惑）,https://emoji-src.mcunc.net/85cadb8d-28ea-46d1-8d0b-f29e9240343a.jpg
？（疑惑/懵圈）,https://emoji-src.mcunc.net/0ad37cda-b9be-454d-9fcb-ef4a3f978d79.jpg
生气 / 不爽 / 黑脸,https://emoji-src.mcunc.net/68530ad6-d0f6-4da6-ada0-d5966adcfec2.jpg
萌鸡，可爱发呆,https://emoji-src.mcunc.net/49258f2f-d355-428e-b1bf-3613086a99bc.jpg
开心/兴奋/举手欢呼,https://emoji-src.mcunc.net/95fe1b35-36b0-4816-81b7-756d6d8e9bf3.jpg
开心大笑,https://emoji-src.mcunc.net/539a0ef4-179a-4515-a584-0f8b91f6cd05.jpg
舔舌卖萌 / 得意洋洋,https://emoji-src.mcunc.net/516ca9a7-0149-442a-bf99-82235af1c6c5.jpg
？（一脸懵/无语）,https://emoji-src.mcunc.net/1cf20978-e8d5-4068-8ce1-b64fd7b7b157.jpg
委屈巴巴，想哭又憋着,https://emoji-src.mcunc.net/1379f512-5f19-4b88-a934-106ec21e0a4d.jpg
崩溃大喊 / 抓狂 / 急死我了,https://emoji-src.mcunc.net/a15570a9-01dc-4039-8f94-a97d9890bcb4.jpg
